SalesID,SalesPersonID,CustomerID,ProductID,Quantity,Discount,TotalPrice,SalesDate,TransactionNumber
496145,4,43720,182,12,0,48,10:55.2,UQNUY18LUTOV65T49VTY
4157209,4,15063,60,4,0,16,10:49.6,6I241T36SWQH2GYZVZ2M
4400486,3,25951,233,7,0,21,10:55.0,QT2JBY42HVT71PQ2EQIZ
5675626,3,82672,185,21,0.2,63,22:45.3,7YR80H55S1XEQYNHIPHH
6527690,10,17623,370,5,0,50,10:12.0,GM7YWBEQJRHVNJUTUHP2
5313557,11,59480,379,16,0.1,176,24:48.2,VUEC7TCQLREAF9RWIZE2
158882,20,57552,71,15,0,300,01:54.0,4T83GS6SWW7W5X853CHG
772545,8,46991,86,12,0,96,30:26.8,XDH37H37UGU4W1CIBD9I
5648193,12,80156,129,21,0,252,10:01.4,MPDTTGRI4KKXBQLHFP5T
194728,4,48950,14,13,0,52,22:30.6,7W3WJUHOTZVCJB8D3CXL
1642041,13,59376,310,16,0.2,208,19:29.2,SAP7TC7QKRCQZYRK5DMM
3258986,2,34909,345,9,0.2,18,23:00.6,8WC8ZZ5XTTCY9ATVWG4G
2364995,10,76121,152,20,0,200,33:38.4,RG85NYXZ6H0Y92S9MYXM
2347530,18,28168,38,8,0,144,02:34.1,21UP94VQA3RA10BQX7VC
4167637,9,64584,268,17,0,153,42:32.9,ADSMDPTUKJGFJK2DE6LL
5225868,11,47854,234,13,0,143,47:30.2,17MB0JCIXTF1LCWD4ZNE
35310,8,1302,241,1,0.2,8,27:02.2,80LSQWS58PH761SW1ZMP
1590338,14,10836,188,3,0,42,32:31.4,4Q6TFD2PZ523G7A6WELB
4195756,5,23566,351,6,0,30,38:23.7,OXCV4MEZCGRTRT5LSZK7
2416263,12,73024,280,19,0,228,41:44.8,XYHTEEJS32F99LGVFP1D
6150268,11,93946,94,24,0,264,27:14.2,SWM8LEGDM0SQUYZ88TN9
1303058,6,88367,408,23,0.1,138,58:53.8,P6D5K5SVIA1GCDB09A02
5254735,14,60496,302,16,0,224,35:22.4,YYLFAR95KHBCCMJGT8AA
5203727,12,15684,73,4,0,48,05:49.7,IT1X6V0QJU7FW8ADRQTZ
2727514,7,96292,235,25,0,175,14:13.5,5K7MYVIBF1WK64KQTBOL
3397190,22,85487,125,22,0,484,43:11.5,EOVPCVZ8DU0G75ZWKD3Q
4026087,7,20516,30,6,0,42,14:41.4,WJ4OJIGMDI7YVDYVMF7C
4576152,22,36336,223,10,0.1,220,44:58.9,57W2W46P5B8VSOQ4J1GP
4894100,18,60920,411,16,0,288,23:34.8,Y8H8BWFL5UOH8ULQD7AE
4196769,9,32572,136,9,0,81,22:14.8,VOAU7I7X8HVKNR70W9YK
578937,23,35142,192,9,0,207,24:17.9,AUGHSZ5NK3QSJT41OX8N
4643757,18,57994,152,15,0,270,25:51.1,Z35MROVIMD1HVEF24R34
5874502,12,97151,326,25,0,300,40:18.8,R68PR2MSPZ166KZVWESD
6744447,19,33920,65,9,0,171,31:19.5,L21RX85G80KIG8QSKX68
4723375,2,8074,35,3,0.2,6,13:27.5,J4XMG6MVBSTCK33WOGWP
2434690,7,40825,279,11,0,77,21:29.4,3V8TKCKDISEUV62V4HGC
6636930,5,10601,226,3,0,15,03:13.1,MT8SPS1FO02XBOYDBU6P
3058868,21,26921,374,7,0,147,47:10.6,PLZ8PB000GSCN2HY5V6O
5523948,2,59643,176,16,0.1,32,14:26.6,LX5OEN6THLKGILLFFIHY
3602829,8,95266,199,25,0,200,50:15.3,RZKOVAIBZAUQ7MXRDMPP
5983436,1,59489,225,16,0,16,45:18.3,NL78HN1XYO56HEBDV21M
2277715,8,51518,365,14,0,112,52:00.6,NWWNXCJR6ITG4KK6QEWY
639739,13,14560,262,4,0,52,59:11.9,64XY8FYPHLKNMVTOZFRH
902027,11,33986,82,9,0,99,24:20.4,8VRP377HT8C4GHQVFCOP
5315451,14,72214,422,19,0,266,04:09.9,3GSHCNME5DRW6M4JE9BF
2909123,10,77999,395,20,0,200,20:05.0,OKFM7Z3R80MG4F0N5L57
2434602,13,40540,322,11,0,143,38:52.0,C8ZSER7SPBE09X48RTE7
927060,11,10230,257,3,0.2,33,06:01.6,2WHDBA0NJA873PADK5IN
3735284,22,60438,283,16,0.2,352,35:02.7,O9OIGQOKJ4L604E1SX42
2425542,10,11628,84,3,0,30,31:12.3,CLEZSHPHXQ8WEIRDQVC4
992143,5,36500,58,10,0,50,54:29.1,380IZ1C0FJ0S4MG9LZXR
3612486,2,20223,417,6,0.1,12,25:38.1,W711KN8A05XVT4C03MJR
3737237,13,77598,65,20,0,260,47:03.8,BGX26QIJHB75GLA8A46K
3250201,20,86419,411,22,0.1,440,28:15.8,H21CXL4BHC2G8DXKM0S1
1035526,6,59677,58,16,0,96,52:34.2,QI1LBVKHG8F695L7B7I0
2960020,23,64917,71,17,0,391,05:46.8,SWU5X32D59I0PC1DGRZP
2883777,22,37487,15,10,0,220,29:03.0,LK660CQ17Z7IFA5ZFJBB
3469768,6,8809,165,3,0,18,15:16.3,6BIO2KFHZKMWCGAHF6C5
2059291,12,68424,231,18,0,216,19:12.5,QDF07Y1LYB90TO53BYF3
6504882,11,85196,428,22,0,242,11:13.0,Q7E6IJ83HJ8YPOREKFWP
4896960,1,15591,403,4,0,4,44:14.0,BMVM0VAB68IBRNLKVQJP
741895,10,20675,422,6,0,60,58:23.4,EW9DOUFHDPA2Z744ERZL
5017306,16,80198,249,21,0,336,49:19.9,VCDSSN425R6R9Y0VHX6H
5573282,7,835,52,1,0,7,00:04.3,48CP07CW2IVIBDDQ6DEQ
5801963,14,94405,227,24,0.1,336,57:45.2,KAOUT21NQP44WTTG4EXW
4774302,2,53219,111,14,0,28,09:38.7,PN1N99TFY637Y4YK5ERT
6431128,9,58092,191,15,0,135,12:08.3,1TCUAUVNM9A8NA6LJ4RQ
6598844,4,76469,320,20,0,80,06:15.2,I2U75PRZ0U8MUA4T2GA1
5417770,6,3853,347,1,0.1,6,25:38.0,F0QUAT9LEHQDHW16OZ3O
2705574,17,24001,24,7,0,119,53:09.9,NO0RGR1WBX40X2OYJX1Q
4223992,7,28288,143,8,0.2,56,46:05.7,4PP850AVMCAESLX92HFT
4698944,20,22009,349,6,0,120,10:55.2,ZJQMDAJDDTGSWNUEBPE6
569785,16,26026,59,7,0.1,112,34:44.2,8XYXBVLY661ZR4FOB396
6154745,17,79513,191,21,0,357,24:51.3,LTY93XX9857RT6MYHGDG
3052946,14,73920,9,19,0,266,22:21.0,ZNODGKWVLPWSALS5UO94
6017812,21,58263,66,15,0,315,25:12.1,54UVYKYPCT5FISRXC67Y
3782897,18,43654,432,12,0,216,04:39.7,3OTA1YSIOT7K0WF2OZRC
5447111,22,57473,32,15,0.1,330,02:46.4,MXKXAEVGMVJWE3X8CLJT
2990357,8,43637,63,12,0,96,29:09.9,51JFV7WX5P3T98PNB0W3
2009633,19,8641,231,3,0,57,52:16.6,B8ZJH2QT3UC6XT86L6RZ
1261372,2,60059,186,16,0.1,32,47:28.2,D66TZ2S98SG8F1X0OSA0
5546031,9,9259,90,3,0,27,31:14.1,NTC5OZQTZ5EFU13HDC0E
5175758,15,72095,168,19,0,285,00:01.4,F5WFGSX2V42CS9FHRD7I
6380424,2,91232,310,24,0,48,36:22.1,OVSUTQP2GQQS83OA250V
2688679,5,2740,350,1,0,5,51:47.5,13N6678XWH178P1VL3CX
6275137,1,33652,145,9,0,9,24:33.5,BC52VZQLSBQC3DSDHQCN
1098761,16,94351,166,24,0.2,384,06:46.6,3EE0LCJE2AZ7RHOCYY9K
3068206,14,35591,226,10,0,140,52:55.8,5M2U5HN9DRO66THLD9KV
3719021,18,4300,197,2,0.2,36,01:07.3,CKKE7VZG7NQFOYA51HCN
45782,13,63542,347,17,0,221,02:41.1,R2ZKTUMOMQU1P7D5SB82
4306329,10,26281,259,7,0,70,04:40.2,DTP6IS7XVD4K6WCAS129
6617050,12,8509,425,3,0.2,36,18:44.1,B7K8OO5O1TR5EAKC0U6J
6727332,9,51073,325,13,0,117,12:01.8,QNUATPDBHTWUAF84ZURL
4357253,3,94855,327,25,0,75,10:02.9,VZC89D3V1XEAG61K145E
3981784,3,11666,64,3,0,9,59:23.4,ZPOO12O0SW59ZCFOWZEY
6166919,17,3997,229,2,0,34,17:24.6,ZJTA6OTARZBGVJ1AD1KP
3342394,14,38090,50,10,0,140,36:06.7,V1QUS26BMYH72F3D93SP
3842165,3,2701,418,1,0,3,32:14.3,05V7ZQ197ATH2TWFGKCF
2491068,19,83912,426,22,0,418,05:36.8,OY7L040S5CCFPWLDW2TY
5119015,7,93786,201,24,0,168,22:35.7,66XRBP1IMFAY9164H8Q2
1809908,7,49722,376,13,0.2,91,16:11.3,XOBAB5J9W9O7L618GYLU
1531185,3,37967,130,10,0.2,30,35:58.9,KDK1GBT9OKWY66LV20UJ
6040704,7,86965,351,23,0,161,25:14.5,XBEE3R951WWPW24EW2CF
3803116,12,10430,18,3,0,36,13:35.2,9QACYOU0LXZFIRRU1RBK
3904019,22,73783,427,19,0.2,418,21:35.3,Q0M4J48PGBD5P9UGG8HZ
2559398,1,52151,137,14,0,14,52:53.2,6ABYOI5H5HNMQP20NY0I
3679284,15,48144,127,13,0,195,59:11.9,DAJGJAFWNQZBPJY51KCW
5152873,11,91753,289,24,0.2,264,29:39.5,M8OQKBOR7PZKFLXLQ4KI
4448209,12,83934,398,22,0.1,264,36:05.3,4AEVWMTNELCKAKNAW2HT
2712226,18,81294,408,21,0,378,43:32.2,DGMAOFCFF76VZ3ZWEMG5
6302654,23,64196,75,17,0,391,14:39.5,OAPDV07XJMZ8AFXTK4SM
5871929,16,55565,193,15,0,240,56:15.7,HA3ELRR98TWK0XC50R4J
1245403,13,36147,38,10,0,130,20:46.8,TSRFAJMU93CQGVQAWOGS
239520,15,97267,450,25,0,375,32:14.5,AMP26ZVT4AYMYW1JCQSE
2080917,9,88586,314,23,0.2,207,53:09.4,51MLA10B07ISB4Z6I8P0
1757520,20,84476,405,22,0,440,36:59.2,3QQOB36AA87DY0M10XPY
5258440,3,62973,426,16,0,48,39:25.3,UH9I5RPWO0S1B4SLAAGP
4902431,13,12754,446,4,0,52,36:03.5,LCNB04750TAH4XAT8EUW
6755755,17,73750,125,19,0,323,43:11.6,LJX84W8EFMZ32D3YTB1T
1413193,7,83431,90,22,0,154,07:30.4,C379BCLDUF137CY8NMIF
1763119,5,40660,347,11,0,55,34:41.0,P8R6VQLBPNNH4TJQ52OL
2671601,6,72500,451,19,0,114,15:11.9,CV96ZMWXZDBFYW1L6GDY
6330937,3,54168,83,14,0.1,42,00:16.2,LF5ZZABIILIEPLQMCOQR
1624526,9,72255,358,19,0,171,37:18.7,5Z1G5QYEZOALHR9UB56S
4536710,20,94136,279,24,0,480,54:26.1,JCEB0LPTD4THZ2REXFXM
6405890,17,37896,402,10,0.2,170,11:59.0,6C7HVYODM788M2AQE81W
2989642,10,70583,301,18,0.1,180,45:19.2,CKF2WHMNJGCAHYTDDCMX
3556007,8,11902,363,4,0,32,52:46.0,S77QKFD8XF6N4H68WPS7
2685872,15,85681,99,22,0,330,37:17.9,KCQ3B9X4YFPWFR1EDCCX
1289705,10,15067,332,4,0,40,30:44.6,21YQH9FJI4TEA26OI6OG
2644771,13,79220,318,21,0,273,27:45.9,A64NJM25PQ97X1WJP5E4
5178404,21,48689,179,13,0.1,273,00:38.1,4H8IDSVG137WX749VNBB
2908172,20,72924,274,19,0.1,380,44:28.4,GRODIIS52SKPNHVSPXSN
1277415,4,46473,207,12,0,48,12:38.3,NFLPOSSK99NSUL8V8NDZ
4177848,23,35793,435,10,0,230,18:27.9,L39ZIAO7DA1PTW7A889Z
741546,14,30335,408,8,0,112,04:09.3,GG1KECMHRY8A1DZULRYN
5992410,23,36589,210,10,0,230,34:50.6,21UR8EG66O4FMSGGMXOA
4431098,6,83617,109,22,0,132,05:54.2,Y5CFNA8MGR3WOAROT5KF
6700234,10,80908,194,21,0,210,26:19.6,1VQVAKOJU9AXTZ9LYDLK
87461,14,78148,47,20,0.1,280,31:25.3,ELVXQ0QP9A9T7LVWQ2BN
4525986,2,76259,164,20,0,40,50:25.9,O1F2JHZSOXGHZ19W8VI2
1964663,3,88255,260,23,0,69,43:41.3,NEKJHJCLHUWPG5PJ7RRT
2743618,10,30470,66,8,0.1,80,26:10.4,3U7RSPU8PN26HO9MR78S
3994192,4,62425,381,16,0,64,09:02.0,8W5APBZ8EK0V37GTZ4X3
5884467,6,71147,213,19,0,114,32:55.1,057I3IDOJIWSFW3262O3
1585545,16,29766,345,8,0,128,55:47.4,WPC5NHX7XY0IU1NC0YOH
2909815,3,52959,317,14,0.1,42,14:55.2,L6E75BDNC0YP51BLIFZ2
2184656,8,13782,152,4,0,32,32:50.9,I4K0XK89T63N3MNAEK4F
1682350,19,31900,35,9,0.2,171,16:44.9,ABKJH9HQRYO0LYFR654D
5187225,10,87341,45,23,0,230,22:27.2,W5X1R2A2IW5XGJKIAV4N
1405669,4,65224,189,17,0,68,46:46.1,X21TJMWZBH0DRXPDDHWG
5414262,14,39649,61,11,0,154,32:22.7,7M0NYR723DWFARO2DJK9
5547059,6,50874,413,13,0,78,38:42.8,FB20M1MBIQ7QSOMI5M8M
3823288,4,59837,132,16,0.1,64,53:10.8,KWCMNDJUY5ZD1QFAHIDI
2640786,3,61250,181,16,0,48,42:40.8,WY2FMQE85SPA9VZE9D3T
1928570,3,11873,287,4,0,12,49:23.9,PZJ3ZOYV4B97JVQ14H24
1181789,10,72456,318,19,0,190,10:51.7,KPPYZ2SI64VDMRYVJVN2
6437452,10,14665,341,4,0,40,55:46.8,PU21C9ASGTWYTX3EW9KL
3454941,9,95069,172,25,0,225,36:13.9,9RPTVGEADF0LXEOK2GER
4391134,15,57421,450,15,0,225,,BNNP2TUVJA723YYQ6JER
5425900,5,72574,258,19,0,95,05:20.7,LJL67GA3D62DQY7OCIH6
2101194,23,74260,416,19,0,437,48:48.1,RTCT1NQ5I3KMU3C6D53K
1905013,14,52228,198,14,0,196,09:44.2,KUOD4FEDPOT0FC7SUJVO
2525919,16,54370,156,14,0,224,44:38.2,VOERX95PD1S2XNFYW8NW
3148873,16,25935,291,7,0,112,03:35.6,OBWJTJJPLYBLU9I3XOTP
5545208,2,76146,135,20,0,40,34:48.0,XHVKPYGRXUUPZ4IWN6GX
211288,9,98587,193,25,0,225,13:01.9,K15K7NLJ6BJZTPAPT3Y7
2486774,11,18228,121,5,0.1,55,32:30.1,MWXB9WI7QVDUEHI2EH5Z
3055071,8,84809,298,22,0,176,18:01.2,CEDCZDL0YRN52TELU2MY
3780518,23,97123,211,25,0,575,23:12.4,UHP1GJBJEUDEH1D4DOEN
3630542,18,61013,183,16,0,288,24:21.6,8QCW3HB7VMWVFI0AET0U
1164573,8,69317,115,18,0,144,32:25.5,ITKXBQ3SAKRSKP6UJCPJ
2886538,12,8140,419,3,0.2,36,46:16.8,MVXA0CM3Q6K4TC0BZ4HO
5251832,16,81663,262,21,0,336,05:08.8,CN188OA1NDS6L9HQ6RZQ
153054,13,3437,363,1,0,13,30:35.9,W5OL8R5CTYFBPI0N803O
110028,12,50202,6,13,0,156,40:07.0,3VKNFX0UZ7H5YO8GN77D
2007256,18,28024,23,8,0,144,13:26.0,7QHPTBKE5BJDPZ60ZXH0
5382832,19,29294,12,8,0.1,152,23:51.0,WG7GC3QYX7T0CAXC42TI
1365908,6,35512,236,9,0,54,56:16.7,XL9HXS4PX4U86JJ015WG
452095,13,68469,409,18,0,234,40:28.5,LV8TWG27RXEL70RPTYQG
5353468,10,6480,17,2,0.2,20,32:35.9,HK8OTYA2T6J2DR25DHIC
5769968,20,5138,402,2,0,40,04:37.2,8KWZLO3XVF1U9GHDP7MS
5268571,22,83558,329,22,0,484,15:14.0,GWH3PQJS2IHLYSOBWLXH
4830526,7,36105,445,10,0,70,36:06.6,64LM35Q720QGUXDP803G
6053104,14,83912,333,22,0,308,12:16.0,VEHSH3SX7R5O9INAL4ZU
1020199,5,60311,335,16,0,80,31:22.8,JQWFQLR4HO9DKF5YZLC1
4664051,8,26438,321,7,0,56,18:37.6,S0ONMB5WFLADE5R5041E
3462121,16,2390,247,1,0,16,23:17.1,5P7E0PNKHQCKHF8QRL1E
1166255,8,27139,329,7,0,56,52:09.8,HRLFMIHFI9ROBJ534DH1
3297145,10,35693,346,10,0,100,49:15.3,HSG5BF1E4596W77CGEYC
1582101,12,19709,121,5,0,60,42:45.0,KZ450E143AYR1ZK3COKS
4054490,7,55793,231,15,0,105,42:02.6,6XT3TWMP35HB5YLQ8Y08
4947156,22,47642,133,13,0.1,286,31:42.0,C76LHTMIBMWZN9FO068I
2542434,3,90601,57,23,0,69,28:11.5,VOHKDB9WO9JTS3DZRUKY
4361485,18,96865,146,25,0.1,450,19:04.4,ML3F3FI1RL6IOZU9UWN7
155086,2,89741,300,23,0,46,51:10.7,OWF36SVMY7HFUWXCSH41
6667593,19,10387,253,3,0,57,01:37.3,G31TJ6VUXQU0JA0K9PL7
1132513,20,88833,445,23,0,460,49:09.0,I84D0K0XJF58XT1XQ1EY
4300731,4,35672,304,10,0,40,37:04.0,SGPL0AJUWVCGD4RNY4RU
879048,6,26875,158,7,0,42,09:15.7,OXNXCM6QZP18OEG4GCIT
2667410,14,52367,439,14,0,196,21:53.9,2XBD4HHSK8T1H2WNL8X1
3170893,5,15454,281,4,0,20,37:07.4,3TZRYTVIVMY5EYG4WU32
6665142,22,14575,221,4,0,88,22:08.9,7NN7MP0GZDOIBR0KKR90
3436264,15,97321,226,25,0,375,58:04.1,RD4K18CQZ1AAX37CV17X
5752370,12,95039,80,25,0,300,14:15.5,UW27BOZIXHH5ZT3IFOTK
5144153,5,26265,172,7,0,35,23:24.9,75DDQJEVX59YIXS26GFO
5773625,19,8426,447,3,0,57,04:31.0,DFVWAE5K2U6U0TBJ1P1P
2581441,11,19698,360,5,0,55,21:47.2,9K9Z7OCP27G8BH0E5EW3
6443663,14,96444,259,25,0,350,06:42.5,N91QCMPYLU38SN7WULRV
420310,1,22003,226,6,0,6,00:55.8,MTL79PSHN5H98C1UYPJG
2531763,13,13701,19,4,0,52,35:50.6,RRFRSV63237ZSVCIPTM5
3749387,12,23021,138,6,0,72,23:16.8,G3VPWMGH9H40VQSK1N92
5751337,18,3290,428,1,0,18,05:40.3,8E1FXNNNNSXLMOMBEP9M
856478,5,45425,174,12,0,60,15:39.0,4SIN0RK8FROTZU4PDE7U
4591183,19,93915,290,24,0,456,27:35.0,7VKJHT9ZE4FRG3OQZ270
4497905,14,87612,393,23,0,322,48:42.3,PY0VQTJLUCE7HO2JCEL2
5156060,17,61799,1,16,0.1,272,39:25.4,FZIV54PCQWHY358HPSVY
4764692,11,1513,399,1,0,11,38:25.7,8HRP6VRIE73BI6CJTIXW
1189289,14,5370,329,2,0,28,07:50.5,25IZ0IDH92CIOLU3F6MD
3511384,8,21504,254,6,0,48,20:22.2,CD44CTVWRU55TGIV1LZB
688339,2,78719,183,20,0,40,04:16.2,Z14PH6GDNJZ25XKN0062
1961557,17,88533,68,23,0,391,26:37.7,TYJFV2EZ62OL2BL7RT0U
908359,23,61870,273,16,0,368,53:32.8,5MY43M8U5YQ7WYQQY3L9
1330280,17,30188,96,8,0,136,19:30.9,FS343UMH9WX8STDBYFVC
5089407,22,52031,414,14,0,308,31:39.0,Y6KJ7SLM5Z9ACAL06GOD
3472783,20,90544,235,23,0.2,460,31:18.9,BI9WPI3GMJZCA6JQPFG1
4855353,13,1394,112,1,0,13,16:20.9,XSV5CHMRIZF34AFZV7VD
4291601,13,6713,159,2,0,26,34:41.7,LJ2C23DBT5NSHXNJMOGU
6499867,5,9085,424,3,0,15,04:24.9,FUYN9OLONE5HD3TG5589
123374,2,61769,197,16,0,32,56:53.3,LE32LLG2VU82ZDM7F1A5
3066825,22,9942,168,3,0,66,10:21.0,CASGBHO2ZNVHW5VKCKD0
2622916,13,72287,241,19,0.1,247,59:37.9,TLL2697VIZVG8HG9QB1L
6726565,16,4400,49,2,0.1,32,58:57.3,FZTK1HNUCNBCY7C1BYG5
5783471,6,54783,2,14,0.1,84,54:28.2,FU88BPZU9JXLDA6JNG1E
6659581,5,80429,108,21,0,105,09:11.7,IOPPI3L7R8SPVWGU4M58
3472473,21,90585,198,23,0.2,483,16:15.4,BJ8201RT354NSBU4Z868
1084774,23,42462,39,11,0,253,09:24.2,9CIO3G91CTGHQ2HER1RI
4297159,18,69755,292,18,0,324,26:19.1,W9EX9L2SIQDG8QHSOMK3
3661097,12,35831,80,10,0,120,09:43.1,I82J15XCLSLB8IGHY8PB
3711997,22,84275,345,22,0,484,56:03.3,M39EYUUUPZA6XZV7RXHO
1561323,2,165,182,1,0,2,23:53.6,4LEBGCB956DQGS02LDLQ
7103,9,92401,342,24,0.2,216,50:29.4,YREKZVLJ4KOH6HSLMKOO
1801848,18,44348,6,12,0.2,216,56:00.3,AVPFLL1EZEAUGT4F4SKU
56696,3,56796,138,15,0,45,39:09.7,QFEMTD7QJYX8QWA75HAE
2346677,12,85181,398,22,0,264,29:23.1,WZOUTLTTY526DBLDKMR0
1496925,20,70506,18,18,0,360,29:17.1,KD4ZH94K0YWO3TLXT5AU
4140362,11,62759,416,16,0,176,41:52.4,XM85Z7MPYB9IXQOA32MF
5661639,6,54402,229,14,0.2,84,05:39.2,KPO009GIM5X7RMJG8XP4
2548332,8,21321,245,6,0,48,23:55.9,KDJUQZFBNYM7EJT1DG21
4928244,17,60292,217,16,0.1,272,25:31.7,IQNOUVB3E110Z7G8MCEV
2840545,5,36749,70,10,0,50,06:01.1,T8G7NP8PMEZ0OJS23QLX
106862,23,51413,144,14,0,322,32:07.0,K4MVHM3B4LKK3B0ID3GV
6738446,17,73718,135,19,0.2,323,49:32.3,ZIEJCOAFXQUH9E5R89OD
1851313,19,98102,139,25,0,475,53:50.8,PC2P1HJUPDNMFXQBZNEQ
1094248,11,2416,179,1,0,11,12:42.4,PK7BFUBHI22EAT4WWSIL
1712739,10,85728,22,22,0,220,21:04.8,VE7YWMHRBFC4HSWDJMYR
5059540,11,10515,273,3,0,33,20:32.2,Q47RBDQVRACFQD8VN2JO
2245650,12,97792,315,25,0,300,21:02.3,N09PKX0T9RC1N4NR964F
272306,8,97410,2,25,0,200,36:19.9,1YL35RFUUE55SR2S0URE
6391806,12,85917,186,22,0,264,11:40.8,WS0B4H8MEW97OZ3GN7PT
6029595,15,66308,95,17,0,255,58:50.9,B04SH7L79TQ33KRLWTEK
3530595,8,42930,271,11,0,88,16:24.0,LQULDNECXPYZYT7S1HE0
4337405,3,91501,83,24,0,72,11:20.3,8IIL46NETFCVVYPV5ZE1
2075515,4,72432,43,19,0,76,13:00.9,A4XDM86WRBHS1ZTY0WPD
2715803,8,19611,450,5,0,40,40:03.0,NCFX2HJCO6VND6E7NDHI
5791509,20,89605,14,23,0,460,38:37.7,Y70003JUS4NI97CPQAXO
2085816,8,53553,160,14,0.1,112,59:56.6,VIYP87RLYZZ6MU8338VQ
2021174,12,13915,266,4,0.2,48,25:10.1,5BFQOU9I060TF2CI2CJR
6698261,22,26327,128,7,0,154,39:53.9,2JSFHNEMBWWAML3R9JRX
6599320,16,9105,110,3,0,48,14:27.1,SWBU6H7PFZZL0HZZ2YYB
2200812,10,75416,363,20,0.1,200,49:42.9,2EINT1KK7OGZAQNB1GUU
4397999,23,30435,362,8,0.1,184,44:23.9,F1IG5EGTKK8ELTJTYE99
1422061,10,19236,398,5,0,50,17:28.5,Q0KRC0NMHFJPHSDOFSVQ
1106820,10,10096,76,3,0,30,51:22.6,4IU3TDM1TRJ59Q616QR0
2486864,16,32190,151,9,0.1,144,57:49.9,3KLADIPXRHC88RIWBVTR
5349770,13,29399,406,8,0,104,43:17.6,YQXYTODBWUZR4N7SSTR7
4289376,22,92255,409,24,0,528,18:23.6,C34U3ETZYH5EPU8RAEXT
5802506,11,22167,383,6,0.2,66,43:41.7,H3OCFSSJPL42NJQES1TV
8946,16,10580,355,3,0,48,,S343QXWF7ZNQKNXKGMVM
2558899,7,44698,323,12,0,84,25:24.1,GWLASNBEXMI5MF3VSIRV
5720647,3,77007,357,20,0.2,60,37:31.8,QOZ8Q32JLYAXDJU21DZY
1283243,13,87172,175,23,0,299,43:23.1,GFH3UAMBL4BUT6J6INQ8
3400581,3,72020,64,19,0,57,31:12.6,NZNZNI1NQXYBQ29H01BS
1154016,10,11532,305,3,0,30,41:32.1,AXU0KJ6Q31HQFP0JI0CM
4313445,1,25621,43,7,0,7,33:41.9,43IMFZY8JZ85UMGMVF5P
5831059,1,75876,409,20,0,20,16:03.3,AOCPOZ83QKJE8JKTNMNX
3826930,3,34885,96,9,0.2,27,03:59.7,B1OMTEP9PJK0D8TLCC06
5183962,12,74592,75,19,0,228,25:11.3,01Q894ZZN2Y0U1JG0QB5
6360610,10,51991,91,14,0,140,50:19.4,MGPKJ8YPXTC56OF04BEF
4756299,23,66407,330,17,0,391,27:44.9,UO630UAEHNM0EUYS66BD
6567234,22,26190,346,7,0,154,50:21.3,NEBPC1919DGM0FAY3ADK
4843457,10,61760,441,16,0,160,17:04.3,M11416H6ZHSW7QYIW4M0
3491077,9,37636,399,10,0.1,90,38:12.9,LN95P6NG7HOM2WIY5XPH
6371993,7,77890,11,20,0,140,32:21.3,JGKYH8QEISTHI1JRRY5Q
3087518,12,10351,240,3,0.1,36,34:02.7,GR1T1QKF55E9M6KSEOIQ
4935594,18,27334,20,7,0,126,36:25.2,4YYKYK09ZIJTP5U5JB7F
4691738,5,45334,163,12,0,60,46:13.6,K4MCJS11UNER53FRH628
4227863,1,80860,18,21,0,21,05:00.1,KRJF9CIWFDLOL786L8SH
4570644,1,65946,300,17,0.2,17,55:23.0,4IN5O6D3R7M7K1VD9ACZ
1992929,2,94340,121,24,0,48,01:04.7,9LEFD4KRECEM5LV8N4GD
283785,3,98722,365,25,0.2,75,48:04.7,MJF9ZCLEQ74X8Z4AVFY9
5131252,10,42861,447,11,0.1,110,36:24.6,ZZ4WHLRTEG3AG7SQP9MM
4299932,23,51155,145,13,0,299,28:27.7,J8DSSKW5ZT09A6ABCAIG
1019221,9,9450,319,3,0.2,27,16:18.4,V27GF1HM72LFEQP98B7H
5268287,18,29112,54,8,0,144,23:05.2,9NPQRHFJU8O49Q4WGKTJ
2945631,1,33577,363,9,0,9,31:27.7,7TX1WWGTK68IW4OAK9J1
2999904,13,21201,95,6,0,78,02:58.5,E75L2I59Q8QOG64LG58U
5963812,19,45899,204,12,0,228,51:25.2,4MR3WLQZ6JXAVUAT59ZB
5599858,15,4275,303,2,0.2,30,26:20.2,UNKN0EAGP3IACZUZBN8U
2003773,6,41835,87,11,0,66,44:30.8,Q6E9C8VIQ1VNUQ6PTSQR
4682964,12,83883,182,22,0,264,44:23.0,LYFYMND3DL0LSN07ADLQ
2507162,10,20463,395,6,0,60,43:29.4,NG578VEE8J9Y1QRT0R1C
3515610,1,10815,108,3,0.2,3,30:16.9,9DEYKXY39S0ZNXMP6ZD8
1512970,16,68201,87,18,0.2,288,57:36.1,XOTN4ZNK3YBX0A4O9XPJ
5295656,20,6123,163,2,0,40,32:11.5,AVYD05ZFKZIKSJELC3PC
2910521,16,76482,187,20,0,320,52:47.3,0PAHYMXTLV6UVKGWWBIP
5536631,16,20108,11,6,0,96,38:47.7,5RRZ303NY210323YWPH5
4024124,5,80500,114,21,0,105,50:41.8,IIKNX7M9LQYHYHK146SW
1605193,1,56886,419,15,0,15,50:27.3,RVBWXX6TCK931RMCT4OU
6438306,18,84533,223,22,0,396,32:49.1,BUJJDEF1HVEY40OBQMM7
4040025,4,69061,237,18,0,72,15:12.8,W66RGZGY1NNAYILV4GXS
